Date,Account,Payee,Category Group,Category,Tags,Memo,Amount,In/Out,Source,ImportId
2024-06-16,SAVINGS - RCBC Hexa,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,Card Payment - June 2024,17616.67,Outflow,YNAB,2830
2024-06-16,BPI Main,Transfer : BPI Montero,Transfers,Internal Transfers,transfer,Fund Transfer,14000.0,Outflow,YNAB,2831
2024-06-16,BPI Main,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,Fund Transfer,10000.0,Outflow,YNAB,2832
2024-06-16,Union Bank Debit,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,Fund Transfer,10000.0,Outflow,YNAB,2833
2024-06-16,BPI Main,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,Credit Card Payment - June 2024,9019.77,Outflow,YNAB,2834
2024-06-16,BPI Main,Transfer : Cash - Wallet,Transfers,Internal Transfers,transfer,Cash Withdrawal ,5000.0,Outflow,YNAB,2835
2024-06-16,Shopee Pay Later - Mi Pad Case,Starting Balance,Uncategorized / Review,To Triage,review,,1989.0,Outflow,YNAB,2836
2024-06-16,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Brunos Barber - Haircut 480 + Tip 200 ,680.0,Outflow,YNAB,2837
2024-06-16,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Laundry - Wash and Dry,175.0,Outflow,YNAB,2838
2024-06-16,Cash - Wallet,Drinks,Uncategorized / Review,To Triage,review,Coffe Bean - Cold Brew,165.0,Outflow,YNAB,2839
2024-06-16,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Chowking - Chowfan with Siomai,154.0,Outflow,YNAB,2840
2024-06-16,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Grab - Robinsons to 953 C Aragon ,145.0,Outflow,YNAB,2841
2024-06-16,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,McDonalds Meal,99.0,Outflow,YNAB,2842
2024-06-16,eWallet - Maya Savings,Instapay,Uncategorized / Review,To Triage,review,Fund Transfer Fees,15.0,Outflow,YNAB,2843
2024-06-16,Union Bank Debit,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer Fees,10.0,Outflow,YNAB,2844
2024-06-16,eWallet - GCASH,Shopee,Uncategorized / Review,To Triage,review,Soft Silicone Case for Xiaomi Smart Pen gen 2,113.68,Inflow,YNAB,2845
2024-06-16,BPI Main,Manual Balance Adjustment,Uncategorized / Review,To Triage,review,Balance Adjustment,1205.0,Inflow,YNAB,2846
2024-06-16,Cash - Wallet,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Cash Withdrawal ,5000.0,Inflow,YNAB,2847
2024-06-16,BPI Credit Card,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Credit Card Payment - June 2024,9019.77,Inflow,YNAB,2848
2024-06-16,SAVINGS - RCBC Hexa,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,10000.0,Inflow,YNAB,2849
2024-06-16,SAVINGS - RCBC Hexa,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Fund Transfer,10000.0,Inflow,YNAB,2850
2024-06-16,BPI Montero,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,14000.0,Inflow,YNAB,2851
2024-06-16,RCBC Hexagon Previledge Platinum,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,Card Payment - June 2024,17616.67,Inflow,YNAB,2852
2024-06-16,HSBC Gold Visa Cashback,Transfer : BPI Main,Transfers,Internal Transfers,transfer,June 2024,29878.51,Inflow,YNAB,2853
2024-06-16,BPI Main,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Fund Transfer,30000.0,Inflow,YNAB,2854
2024-06-15,Union Bank Debit,Transfer : Union Bank Rewards Visa Platinum,Transfers,Internal Transfers,transfer,Credit Card Payment - June 2024,24559.1,Outflow,YNAB,2855
2024-06-15,Shopee Pay Later - Xiaomi Mi Pad 6,Starting Balance,Uncategorized / Review,To Triage,review,,16740.0,Outflow,YNAB,2856
2024-06-15,Shopee Pay Later - Xiaomi Smart Pen Gen 2,Starting Balance,Uncategorized / Review,To Triage,review,,2885.0,Outflow,YNAB,2857
2024-06-15,Union Bank Rewards Visa Platinum,Travel,Uncategorized / Review,To Triage,review,JJM Suits - Birch Tower Malate,2025.36,Outflow,YNAB,2858
2024-06-15,Union Bank Debit,Transfer : eWallet - Shopee Pay,Transfers,Internal Transfers,transfer,Cash In - Fund Transfer,1000.0,Outflow,YNAB,2859
2024-06-15,eWallet - Shopee Pay,Family,Health & Insurance,Medications & Vitamins,,Lola - Calciumade ,845.0,Outflow,YNAB,2860
2024-06-15,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Lions Mane tinture ,813.0,Outflow,YNAB,2861
2024-06-15,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Bus Ticket - GSC to DVO,520.0,Outflow,YNAB,2862
2024-06-15,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Taxi - Ecoland Bus Terminal to Airport,500.0,Outflow,YNAB,2863
2024-06-15,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,NAIA Terminal 3 to Birchtower 396+50 tip,446.0,Outflow,YNAB,2864
2024-06-15,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Fuel - Diesel,300.0,Outflow,YNAB,2865
2024-06-15,eWallet - MAYA,Family,Uncategorized / Review,To Triage,review,Smart Top Up - Tatay,299.0,Outflow,YNAB,2866
2024-06-15,eWallet - MAYA,Family,Uncategorized / Review,To Triage,review,Smart Top Up - Nanay,299.0,Outflow,YNAB,2867
2024-06-15,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,Lunch - Airport (Cornsilog + Brewed Coffee),280.0,Outflow,YNAB,2868
2024-06-15,Shopee Pay Later,Shopee,Uncategorized / Review,To Triage,review,Gojodoq Xiaomi Pad 6 Case,268.15,Outflow,YNAB,2869
2024-06-15,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,"Ceb Pac Food Bundle B - Water, Coffee, Bread",200.0,Outflow,YNAB,2870
2024-06-15,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,Breakfast - Rice and Viand,200.0,Outflow,YNAB,2871
2024-06-15,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Cebu Pac Seat Fare,129.92,Outflow,YNAB,2872
2024-06-15,eWallet - MAYA,Family,Uncategorized / Review,To Triage,review,Smart Top up - Tatay (All in Bundle 99),99.0,Outflow,YNAB,2873
2024-06-15,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Donations - Limos,50.0,Outflow,YNAB,2874
2024-06-15,eWallet - Shopee Pay,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Cash In - Fund Transfer,1000.0,Inflow,YNAB,2875
2024-06-15,Union Bank Rewards Visa Platinum,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Credit Card Payment - June 2024,24559.1,Inflow,YNAB,2876
2024-06-14,Cash - Wallet,Family,Uncategorized / Review,To Triage,review,Marifel - Payment for HOA Dues Mar 2023-June 2024,2400.0,Outflow,YNAB,2877
2024-06-14,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,Mamang Meds and Maintenance 1 Month,1152.0,Outflow,YNAB,2878
2024-06-14,Cash - Wallet,Family,Uncategorized / Review,To Triage,review,Mamang Allowance,1000.0,Outflow,YNAB,2879
2024-06-14,BPI Credit Card,Fees - Credit Card,Uncategorized / Review,To Triage,review,Annual Membership Fee - REVERSAL,1550.0,Inflow,YNAB,2880
2024-06-14,Union Bank Debit,Fund Transfer - Marifel,Transfers,Internal Transfers,transfer,Fund Transfer ,37000.0,Inflow,YNAB,2881
2024-06-13,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Fund Transfer - Bulk Carrier Coaching Fee ,3500.0,Outflow,YNAB,2882
2024-06-13,eWallet - GCASH,Services,Uncategorized / Review,To Triage,review,Bulk Carrier Coaching Fee,3500.0,Outflow,YNAB,2883
2024-06-13,Cash - Wallet,Family,Uncategorized / Review,To Triage,review,Check up loka and Mamang ,600.0,Outflow,YNAB,2884
2024-06-13,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,"McDonalds - 3 Burger, 2 Water, 1 Coffee, 1 Fries",512.0,Outflow,YNAB,2885
2024-06-13,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Fuel Top Up ,500.0,Outflow,YNAB,2886
2024-06-13,Union Bank Rewards Visa Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,App Upgrade - Joshua,335.0,Outflow,YNAB,2887
2024-06-13,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Kumon to Vitalab,20.0,Outflow,YNAB,2888
2024-06-13,eWallet - MAYA,Entertainment / Subs,Uncategorized / Review,To Triage,review,App Purchase - Nanay,8.0,Outflow,YNAB,2889
2024-06-13,BPI Main,Instapay,Transfers,Internal Transfers,transfer,Cash In - BPI to Gcash,5.0,Outflow,YNAB,2890
2024-06-13,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer - Bulk Carrier Coaching Fee ,3500.0,Inflow,YNAB,2891
2024-06-12,Union Bank Rewards Visa Platinum,Family,Uncategorized / Review,To Triage,review,Photo Album,735.0,Outflow,YNAB,2892
2024-06-12,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,1 Year VIP Sub - SEATRACKER,695.92,Outflow,YNAB,2893
2024-06-12,Union Bank Debit,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Cash In - Union Bank,500.0,Outflow,YNAB,2894
2024-06-12,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,Netflix Sub,399.0,Outflow,YNAB,2895
2024-06-12,eWallet - GCASH,Family,Uncategorized / Review,To Triage,review,Photobook Voucher,150.0,Outflow,YNAB,2896
2024-06-12,Union Bank Debit,Instapay,Transfers,Internal Transfers,transfer,Cash In - GCash,5.0,Outflow,YNAB,2897
2024-06-12,eWallet - GCASH,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Cash In - Union Bank,500.0,Inflow,YNAB,2898
2024-06-11,BPI Credit Card,Transfer : BPI Credit to Cash 3,Transfers,Internal Transfers,transfer,June 2024 01/36,3627.2,Outflow,YNAB,2899
2024-06-11,BPI Credit Card,Fees - Credit Card,Uncategorized / Review,To Triage,review,Annual Membership Fee,1550.0,Outflow,YNAB,2900
2024-06-11,Union Bank Debit,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Fund Transfer,1500.0,Outflow,YNAB,2901
2024-06-11,eWallet - MAYA,Family,Uncategorized / Review,To Triage,review,PLDT June 2024,1499.0,Outflow,YNAB,2902
2024-06-11,BPI Credit Card,Transfer : BPI Credit to Cash 3 - REG ,Transfers,Internal Transfers,transfer,June 2024 01/36,1437.22,Outflow,YNAB,2903
2024-06-11,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,KCC - Groceries,1336.75,Outflow,YNAB,2904
2024-06-11,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,Tatay Febuxostat  + meds,1098.75,Outflow,YNAB,2905
2024-06-11,BPI Main,Family,Uncategorized / Review,To Triage,review,Fund Transfer - Gagang BPI for Payment of Bria Amilyar / Tax (Marifel),1000.0,Outflow,YNAB,2906
2024-06-11,BPI Credit Card,Transfer : BPI Credit to Cash 4 121226,Transfers,Internal Transfers,transfer,June 2024 06/36,723.93,Outflow,YNAB,2907
2024-06-11,Union Bank Debit,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Cash In - Gcash,700.0,Outflow,YNAB,2908
2024-06-11,BPI Credit Card,Transfer : BPI Credit to Cash 4 Reg 121226,Transfers,Internal Transfers,transfer,June 2024 06/36 ,502.42,Outflow,YNAB,2909
2024-06-11,Cash - Wallet,Shopping,Uncategorized / Review,To Triage,review,Soft Broom,306.5,Outflow,YNAB,2910
2024-06-11,Union Bank Debit,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Cash In - Union Bank,300.0,Outflow,YNAB,2911
2024-06-11,Cash - Wallet,Family,Uncategorized / Review,To Triage,review,Groceries and Food Items,256.0,Outflow,YNAB,2912
2024-06-11,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Printer Ink Cartridge Refill,180.0,Outflow,YNAB,2913
2024-06-11,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,KCC to Rob ,20.0,Outflow,YNAB,2914
2024-06-11,Union Bank Debit,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer Fees,5.0,Outflow,YNAB,2915
2024-06-11,Union Bank Debit,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer Fees,5.0,Outflow,YNAB,2916
2024-06-11,eWallet - GCASH,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Cash In - Union Bank,300.0,Inflow,YNAB,2917
2024-06-11,BPI Credit to Cash 4 Reg 121226,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,June 2024 06/36 ,502.42,Inflow,YNAB,2918
2024-06-11,eWallet - GCASH,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Cash In - Gcash,700.0,Inflow,YNAB,2919
2024-06-11,BPI Credit to Cash 4 121226,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,June 2024 06/36,723.93,Inflow,YNAB,2920
2024-06-11,BPI Credit to Cash 3 - REG ,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,June 2024 01/36,1437.22,Inflow,YNAB,2921
2024-06-11,eWallet - MAYA,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Fund Transfer,1500.0,Inflow,YNAB,2922
2024-06-11,BPI Credit to Cash 3,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,June 2024 01/36,3627.2,Inflow,YNAB,2923
2024-06-10,BPI Main,Family,Uncategorized / Review,To Triage,review,Nanay Fund Transfer - BPI Acc,2000.0,Outflow,YNAB,2924
2024-06-10,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Fund Transfer - GCash Cashin,1200.0,Outflow,YNAB,2925
2024-06-10,eWallet - GCASH,Services,Uncategorized / Review,To Triage,review,Batch 2004 Invitation Printing,1200.0,Outflow,YNAB,2926
2024-06-10,RCBC Hexagon Previledge Platinum,Health,Uncategorized / Review,To Triage,review,"Mercury / Medicines - Antibiotic, tetanus etc",1075.75,Outflow,YNAB,2927
2024-06-10,BPI Main,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer Fees,5.0,Outflow,YNAB,2928
2024-06-10,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer - GCash Cashin,1200.0,Inflow,YNAB,2929
2024-06-10,Cash - Wallet,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,From Nanay c/o Lolo Burial Assistance,8000.0,Inflow,YNAB,2930
2024-06-09,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,Shopee -  Sustagen Premium,4144.0,Outflow,YNAB,2931
2024-06-09,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Shopee - Adult Diaper 100x,1290.0,Outflow,YNAB,2932
2024-06-09,Shopee Pay Later,Family,Uncategorized / Review,To Triage,review,Air purifier filter - toshiba,663.51,Outflow,YNAB,2933
2024-06-09,RCBC Hexagon Previledge Platinum,Shopee,Uncategorized / Review,To Triage,review,Enzo Perfumes,377.0,Outflow,YNAB,2934
2024-06-09,Cash - Wallet,Lloyd,Uncategorized / Review,To Triage,review,Mupirosin - Antiseptic Ointment ,178.0,Outflow,YNAB,2935
2024-06-08,Union Bank Debit,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Fund Transfer,6400.0,Outflow,YNAB,2936
2024-06-08,eWallet - MAYA,Family,Uncategorized / Review,To Triage,review,SOCOTECO - June 2024 Bill,6357.66,Outflow,YNAB,2937
2024-06-08,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Tricycle - Lagao to Conel,250.0,Outflow,YNAB,2938
2024-06-08,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Taxi - Dmourvie to Ecoland Bus Terminal ,200.0,Outflow,YNAB,2939
2024-06-08,Cash - Wallet,Food,Uncategorized / Review,To Triage,review,Water + Otap,200.0,Outflow,YNAB,2940
2024-06-08,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,Lunch,145.0,Outflow,YNAB,2941
2024-06-08,Union Bank Debit,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer fees,5.0,Outflow,YNAB,2942
2024-06-08,eWallet - MAYA,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Fund Transfer,6400.0,Inflow,YNAB,2943
2024-06-08,Union Bank Debit,Fund Transfer - Marifel,Transfers,Internal Transfers,transfer,Fund Transfer - Marifel,7600.0,Inflow,YNAB,2944
2024-06-07,RCBC Hexa Installment - Leno Slim 3i,Starting Balance,Uncategorized / Review,To Triage,review,,37995.0,Outflow,YNAB,2945
2024-06-07,RCBC Hexagon Previledge Platinum,Transfer : RCBC Hexa Installment - Leno Slim 3i,Transfers,Internal Transfers,transfer,01/03 Unli 0% PC Express Gilmore,12665.0,Outflow,YNAB,2946
2024-06-07,"RCBC Hexa Installment - 37Unlipay 7,000 00/06",Starting Balance,Uncategorized / Review,To Triage,review,,7000.0,Outflow,YNAB,2947
2024-06-07,RCBC Hexagon Previledge Platinum,"Transfer : RCBC Hexa Installment - 37Unlipay 7,000 00/06",Transfers,Internal Transfers,transfer,"37Unlipay Php 7,000 - 01/06",1236.68,Outflow,YNAB,2948
2024-06-07,Cash - Wallet,Shopee,Uncategorized / Review,To Triage,review,Lions Mane Tinture,813.0,Outflow,YNAB,2949
2024-06-07,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Tessan Extension Cord,541.0,Outflow,YNAB,2950
2024-06-07,Cash - Wallet,Shopee,Uncategorized / Review,To Triage,review,TESSAN Extension cord,541.0,Outflow,YNAB,2951
2024-06-07,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Muragame Udon - Ninja Udon + Tamagoten + Coke Zero,389.99,Outflow,YNAB,2952
2024-06-07,RCBC Hexagon Previledge Platinum,Pay later Interest Fees,Uncategorized / Review,To Triage,review,Unlipay Processing Fees,379.65,Outflow,YNAB,2953
2024-06-07,Cash - Wallet,Travel,Uncategorized / Review,To Triage,review,Dmourvie Suits 12 Hr Extensions ,336.0,Outflow,YNAB,2954
2024-06-07,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Jackridge - Crepe + Americano,281.04,Outflow,YNAB,2955
2024-06-07,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,Sweet and Spicy Tapa + Drink,218.0,Outflow,YNAB,2956
2024-06-07,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Scapular 2x,200.0,Outflow,YNAB,2957
2024-06-07,HSBC Gold Visa Cashback,Drinks,Uncategorized / Review,To Triage,review,Coffee Bar Davao - Lemon Black Tea,140.0,Outflow,YNAB,2958
2024-06-07,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Candles 3x,15.0,Outflow,YNAB,2959
2024-06-07,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Candle 3x,15.0,Outflow,YNAB,2960
2024-06-07,"RCBC Hexa Installment - 37Unlipay 7,000 00/06",Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,"37Unlipay Php 7,000 - 01/06",1236.68,Inflow,YNAB,2961
2024-06-07,Union Bank Debit,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,Fund Transfer ,6500.0,Inflow,YNAB,2962
2024-06-07,RCBC Hexa Installment - Leno Slim 3i,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,01/03 Unli 0% PC Express Gilmore,12665.0,Inflow,YNAB,2963
2024-06-06,BPI Main,953 Aragon Utilities ,Transfers,Internal Transfers,transfer,953 C Aragon Fund,20500.0,Outflow,YNAB,2964
2024-06-06,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Oxycure Serums and Moisturizer,2447.0,Outflow,YNAB,2965
2024-06-06,HSBC Gold Visa Cashback,Personal Effects,Uncategorized / Review,To Triage,review,"Watsons - Sunscreen, Umbrella Etc",982.5,Outflow,YNAB,2966
2024-06-06,Cash - Wallet,Travel,Uncategorized / Review,To Triage,review,Dmourvie Suits Queensize Bed,672.0,Outflow,YNAB,2967
2024-06-06,Cash - Wallet,Personal Effects,Uncategorized / Review,To Triage,review,Watsons Var Items,637.45,Outflow,YNAB,2968
2024-06-06,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,Gagang Phone Top Up,600.0,Outflow,YNAB,2969
2024-06-06,eWallet - Shopee Pay,Entertainment / Subs,Uncategorized / Review,To Triage,review,MS Office 2021 License,450.0,Outflow,YNAB,2970
2024-06-06,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Grab - 953 C Aragon to NAIA Terminal 3,432.0,Outflow,YNAB,2971
2024-06-06,Cash - Wallet,Shopping,Uncategorized / Review,To Triage,review,Screen Protector ,350.0,Outflow,YNAB,2972
2024-06-06,Union Bank Rewards Visa Platinum,Food,Uncategorized / Review,To Triage,review,Grab Food - McDonalds Quirino,239.0,Outflow,YNAB,2973
2024-06-06,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Davao City - Abreeza,150.0,Outflow,YNAB,2974
2024-06-06,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Taxi - Abreeza to Damourvie ,130.0,Outflow,YNAB,2975
2024-06-06,Cash - Wallet,Dining Out,Uncategorized / Review,To Triage,review,2 Fried Chicken + 2 Rice,110.0,Outflow,YNAB,2976
2024-06-06,Cash - Wallet,Food,Uncategorized / Review,To Triage,review,Sandwich + Pineapple Orange,105.0,Outflow,YNAB,2977
2024-06-06,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart Top Up - Lloyd (All in Bundle 99),99.0,Outflow,YNAB,2978
2024-06-06,Cash - Wallet,Food,Uncategorized / Review,To Triage,review,Corn Chips,39.0,Outflow,YNAB,2979
2024-06-06,Cash - Wallet,Church,Uncategorized / Review,To Triage,review,Candles 3x,30.0,Outflow,YNAB,2980
2024-06-06,BPI Main,953 Aragon Utilities ,Uncategorized / Review,To Triage,review,953 C Aragon Fund,19000.0,Inflow,YNAB,2981
2024-06-05,BPI Main,Family,Uncategorized / Review,To Triage,review,Laboratory and Check Ups,3000.0,Outflow,YNAB,2982
2024-06-04,Union Bank Rewards Visa Platinum,Shopping,Uncategorized / Review,To Triage,review,Uniqlo Stretchable Chino Pants,1992.0,Outflow,YNAB,2983
2024-06-04,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Mr Quickie - Luggage Wheels Repair,1400.0,Outflow,YNAB,2984
2024-06-04,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Lions Mane tinture,799.0,Outflow,YNAB,2985
2024-06-04,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Muragame Udon - Chicken Udon + coke Zero,359.0,Outflow,YNAB,2986
2024-06-04,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Coffee Bean - Cold Brew and Cheese  Garlic Bread,330.0,Outflow,YNAB,2987
2024-06-04,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Grab - 953 C Aragon to St Jude,257.0,Outflow,YNAB,2988
2024-06-04,Union Bank Rewards Visa Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,App Purchase - APK Pure windows apk installer,230.0,Outflow,YNAB,2989
2024-06-04,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Sony WH-1000xm2 Headphone Case,199.0,Outflow,YNAB,2990
2024-06-04,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Grab - 953 C Aragon Street to Rob Manila,140.0,Outflow,YNAB,2991
2024-06-04,Union Bank Rewards Visa Platinum,Fare,Uncategorized / Review,To Triage,review,Ceb Pac - Meal + Seat,80.64,Outflow,YNAB,2992
2024-06-04,Cash - Wallet,Fare,Uncategorized / Review,To Triage,review,Jeep - Robinsons to 953 C Aragon,13.0,Outflow,YNAB,2993
2024-06-03,BPI Main,Transfer : BPI Montero,Transfers,Internal Transfers,transfer,Fund Transfer - Montero Monthly,20000.0,Outflow,YNAB,2994
2024-06-03,Union Bank Rewards Visa Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Annual Sub - Google One,889.0,Outflow,YNAB,2995
2024-06-03,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Nestle Cleanse 4x Box,472.27,Outflow,YNAB,2996
2024-06-03,HSBC Gold Visa Cashback,Tiktok,Uncategorized / Review,To Triage,review,Noise Cancelling Silicon Earbuds,378.0,Outflow,YNAB,2997
2024-06-03,HSBC Gold Visa Cashback,Dining Out,Uncategorized / Review,To Triage,review,Chowking - Siomai Chowfan,119.0,Outflow,YNAB,2998
2024-06-03,Cash - Wallet,Services,Uncategorized / Review,To Triage,review,Laundry - Wash + Fab Con,100.0,Outflow,YNAB,2999
2024-06-03,Union Bank Debit,Fund Transfer - Marifel,Transfers,Internal Transfers,transfer,Fund Transfer - Marifel ,15000.0,Inflow,YNAB,3000
2024-06-03,BPI Montero,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer - Montero Monthly,20000.0,Inflow,YNAB,3001
2024-06-02,eWallet - GCASH,Services,Uncategorized / Review,To Triage,review,Class 2004 invitation c/o Budak,1200.0,Outflow,YNAB,3002
2024-06-02,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Cash In,1200.0,Outflow,YNAB,3003
2024-06-02,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,T-Shirt 4x - Dekalidad Black Print Shirts,1154.0,Outflow,YNAB,3004
2024-06-02,eWallet - Shopee Pay,Transfer : Shopee Pay Later,Transfers,Internal Transfers,transfer,May 2024 Payment,518.93,Outflow,YNAB,3005
2024-06-02,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Perfume Decants,455.0,Outflow,YNAB,3006
2024-06-02,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,Unaccounted Sub,350.0,Outflow,YNAB,3007
2024-06-02,HSBC Gold Visa Cashback,Shopee,Uncategorized / Review,To Triage,review,Samsung Galxu Buds Plus Eartips,152.0,Outflow,YNAB,3008
2024-06-02,BPI Main,Instapay,Transfers,Internal Transfers,transfer,Fund Transfer - GCash,5.0,Outflow,YNAB,3009
2024-06-02,eWallet - Shopee Pay,Starting Balance,Uncategorized / Review,To Triage,review,,2.64,Inflow,YNAB,3010
2024-06-02,SAVINGS - BPI US Dollar Account,Starting Balance,Uncategorized / Review,To Triage,review,,16.0,Inflow,YNAB,3011
2024-06-02,Shopee Pay Later,Transfer : eWallet - Shopee Pay,Transfers,Internal Transfers,transfer,May 2024 Payment,518.93,Inflow,YNAB,3012
2024-06-02,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Cash In,1200.0,Inflow,YNAB,3013
2024-06-02,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,Billy Joe Payment,50000.0,Inflow,YNAB,3014
